title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
The audacity of those comparing ‘open up’ protesters to Rosa Parks,https://www.washingtonpost.com/politics/2020/05/01/problems-with-holding-up-open-up-protesters-legacy-rosa-parks/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Trump and some of his allies embrace protesters when they appear to align with him politically.,2020-05-01 13:21:27,http://www.washingtonpost.com/pb/politics/,the audacity of those comparing open up protesters to rosa parks trump and some of his allies embrace protesters when they appear to align with him politically,-0.128,neutral,1,0
Romney calls for hazard pay for workers on the front line of the pandemic,https://www.washingtonpost.com/politics/romney-calls-for-hazard-pay-for-workers-on-the-front-line-of-the-pandemic/2020/05/01/837e7f60-8bc9-11ea-9759-6d20ba0f2c0e_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"The GOP senator is proposing an additional $12 per hour for the next three months for health-care workers, grocery employees and other essential personnel.",2020-05-01 13:02:08,http://www.washingtonpost.com/pb/politics/,romney calls for hazard pay for workers on the front line of the pandemic the gop senator is proposing an additional 12 per hour for the next three months for healthcare workers grocery employees and other essential personnel,-0.1027,neutral,0,0
Biden left no room for the possibility of an official complaint by Tara Reade surfacing,https://www.washingtonpost.com/politics/2020/05/01/biden-left-no-room-possibility-an-official-complaint-by-tara-reade-surfacing/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,"Even after details emerged, Biden tried to put himself out there as totally innocent.",2020-05-01 12:53:58,http://www.washingtonpost.com/pb/politics/,biden left no room for the possibility of an official complaint by tara reade surfacing even after details emerged biden tried to put himself out there as totally innocent,-0.1796,neutral,0,1
The good news in New York City is how the virus is fading. The bad news is where it isn’t.,https://www.washingtonpost.com/politics/2020/05/01/good-news-new-york-city-is-how-virus-is-fading-bad-is-news-is-where-it-isnt/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,A look at recent shifts in the demographics of the infected.,2020-05-01 12:41:52,http://www.washingtonpost.com/pb/politics/,the good news in new york city is how the virus is fading the bad news is where it isnt a look at recent shifts in the demographics of the infected,-0.5859,negative,0,0
The Daily 202: Biden struggles to balance denial of assault allegation with respect for #MeToo movement,https://www.washingtonpost.com/politics/the-daily-202-biden-struggles-to-balance-denial-of-assault-allegation-with-respect-for-metoo-movement/2020/05/01/850ca6e6-88cf-41e5-9212-a672880dc0d4_story.html?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,He finally responds directly to Tara Reade’s accusation with a lengthy statement and gets grilled on MSNBC.,2020-05-01 11:32:54,http://www.washingtonpost.com/pb/politics/,the daily 202 biden struggles to balance denial of assault allegation with respect for metoo movement he finally responds directly to tara reades accusation with a lengthy statement and gets grilled on msnbc,-0.6369,negative,0,1
City and state political leaders divided on how to respond to coronavirus,https://www.washingtonpost.com/politics/2020/05/01/city-state-political-leaders-divided-how-respond-coronavirus/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,One's position on the coronavirus appears to be the latest urban-rural divide in the current culture wars.,2020-05-01 11:20:17,http://www.washingtonpost.com/pb/politics/,city and state political leaders divided on how to respond to coronavirus ones position on the coronavirus appears to be the latest urbanrural divide in the current culture wars,-0.5574,negative,0,0
Biden begs off questions about University of Delaware documents in his first Tara Reade interview,https://www.washingtonpost.com/politics/2020/05/01/biden-delaware-documents/?utm_source=rss&utm_medium=referral&utm_campaign=wp_politics,Biden said his University of Delaware documents wouldn’t contain personnel files or anything mentioning Tara Reade. That’s a big claim.,2020-05-01 10:37:06,http://www.washingtonpost.com/pb/politics/,biden begs off questions about university of delaware documents in his first tara reade interview biden said his university of delaware documents wouldnt contain personnel files or anything mentioning tara reade thats a big claim,0.0,neutral,0,1
Migrant Advocates Call For More Testing Before Deportations,https://www.npr.org/sections/coronavirus-live-updates/2020/05/02/849361628/migrant-advocates-call-for-more-testing-before-deportations?utm_medium=RSS&utm_campaign=news,At least 100 Guatemalans infected with the coronavirus were deported from the U.S. from mid-March through mid-April. And advocates say Mexico has not been testing Central American deportees.,2020-05-02 16:06:42-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,migrant advocates call for more testing before deportations at least 100 guatemalans infected with the coronavirus were deported from the us from midmarch through midapril and advocates say mexico has not been testing central american deportees,-0.4939,negative,0,0
'A Monumental Undertaking': NYC Subway To Disinfect Every Train Each Night,https://www.npr.org/sections/coronavirus-live-updates/2020/05/02/849589416/a-monumental-undertaking-nyc-subway-to-disinfect-every-train-each-night?utm_medium=RSS&utm_campaign=news,"In an ""unprecedented step,"" New York Gov. Andrew Cuomo said Saturday that every car in the city's subway system will get a thorough cleaning — and urged residents to keep up their social distancing.",2020-05-02 16:01:38-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,a monumental undertaking nyc subway to disinfect every train each night in an unprecedented step new york gov andrew cuomo said saturday that every car in the citys subway system will get a thorough cleaning  and urged residents to keep up their social distancing,0.0,neutral,0,0
Adults In Spain Get A Bit Of Sunshine As Coronavirus Lockdown Partially Lifts,https://www.npr.org/sections/coronavirus-live-updates/2020/05/02/849551597/adults-in-spain-get-a-bit-of-sunshine-as-coronavirus-lockdown-partially-lifts?utm_medium=RSS&utm_campaign=news,"Last week, children there got to play outside for the first time in weeks. Now adults are taking advantage of the same opportunity in droves, as authorities allowed a few hours of recreation Saturday.",2020-05-02 11:08:29-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,adults in spain get a bit of sunshine as coronavirus lockdown partially lifts last week children there got to play outside for the first time in weeks now adults are taking advantage of the same opportunity in droves as authorities allowed a few hours of recreation saturday,0.8555,positive,0,0
Gilead Lobbying Rose As Interest In COVID-19 Treatment Climbed,https://www.npr.org/sections/health-shots/2020/05/02/849149873/gilead-lobbying-rose-as-interest-in-covid-19-treatment-climbed?utm_medium=RSS&utm_campaign=news,"On Friday, the Food and Drug Administration authorized emergency use of remdesivir for patients with severe cases of COVID-19. Drugmaker Gilead Sciences' lobbying hit a new high in the first quarter.",2020-05-02 09:00:43-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,gilead lobbying rose as interest in covid19 treatment climbed on friday the food and drug administration authorized emergency use of remdesivir for patients with severe cases of covid19 drugmaker gilead sciences lobbying hit a new high in the first quarter,-0.4215,negative,0,0
"As Coronavirus Restrictions Ease, Many Still Wary",https://www.npr.org/2020/05/02/849076177/as-coronavirus-restrictions-ease-many-still-wary?utm_medium=RSS&utm_campaign=news,"As local officials begin lifting coronavirus stay-at-home orders, individuals also consider what feels safe to them. We asked people around the country how they will make those decisions.",2020-05-02 07:00:53-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,as coronavirus restrictions ease many still wary as local officials begin lifting coronavirus stayathome orders individuals also consider what feels safe to them we asked people around the country how they will make those decisions,0.6597,positive,0,0
Nurses Left Vulnerable To COVID-19: 'We're Not Martyrs Sacrificing Our Lives',https://www.npr.org/2020/05/02/848997142/nurses-left-vulnerable-to-covid-19-we-re-not-martyrs-sacrificing-our-lives?utm_medium=RSS&utm_campaign=news,"Many nurses say they've been fighting the coronavirus pandemic without proper safety equipment, and unions and professional groups are demanding change.",2020-05-02 07:00:52-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,nurses left vulnerable to covid19 were not martyrs sacrificing our lives many nurses say theyve been fighting the coronavirus pandemic without proper safety equipment and unions and professional groups are demanding change,-0.7672,negative,0,0
The Legal Fight Over Voting Rights During The Pandemic Is Getting Hotter,https://www.npr.org/2020/05/02/849090889/the-legal-fight-over-voting-rights-during-the-pandemic-is-getting-hotter?utm_medium=RSS&utm_campaign=news,"A slew of lawsuits have been filed in recent weeks around mail-in voting. Some challenge efforts to make it easier to get absentee ballots, others call on states to do more to make voting accessible.",2020-05-02 07:00:22-04:00,https://www.npr.org/templates/story/story.php?storyId=1001,the legal fight over voting rights during the pandemic is getting hotter a slew of lawsuits have been filed in recent weeks around mailin voting some challenge efforts to make it easier to get absentee ballots others call on states to do more to make voting accessible,-0.1779,neutral,0,0
